date,score,technical_score,timing_score,risk_score,confluence_score,entry_status,entry,ret_5d,ret_20d,ret_60d
2023-11-16,66.0,70.5,60.5,26.0,55.0,관심 종목 · 타이밍 확인 대기,129.13097097534109,0.019529106772545157,0.0643974325749943,0.02504853309139432
2023-11-17,64.2,70.5,56.5,26.0,55.0,관심 종목 · 타이밍 확인 대기,129.64390468087112,0.019236306637932188,0.06201679730074949,0.018862504346405684
2023-11-20,64.2,70.5,56.5,26.0,54.5,관심 종목 · 타이밍 확인 대기,130.15387471696923,0.01889666631371356,0.05950710884048793,0.01282351060688458
2023-11-21,64.2,70.5,56.5,26.0,54.5,관심 종목 · 타이밍 확인 대기,130.65955087329235,0.018511810813001572,0.05687770000032666,0.006949414514368257
2023-11-22,64.2,70.5,56.5,26.0,53.5,관심 종목 · 타이밍 확인 대기,131.15961867634513,0.018083465117811226,0.05413806541366539,0.0012572422940613226
2023-11-30,71.15,72.5,69.5,18.0,62.5,좋은 종목 · 관심 진입,133.97164254084743,0.014707026497831732,0.03592920777165087,-0.028230596184627754
2023-12-01,68.9,72.5,64.5,26.0,59.5,좋은 종목 · 관심 진입,134.39781250077283,0.014029088867245632,0.032690611922580715,-0.03224523089817999
2023-12-04,70.9,74.5,66.5,26.0,63.0,좋은 종목 · 관심 진입,134.80890142711058,0.013324025328379951,0.02941982271988497,-0.0359729494162494
2023-12-05,72.9,76.5,68.5,26.0,61.0,좋은 종목 · 관심 진입,135.20391124449748,0.012594090109327771,0.026126476658793862,-0.039404516807676204
2023-12-06,72.9,76.5,68.5,26.0,61.0,좋은 종목 · 관심 진입,135.58189644299546,0.011841563081103068,0.02282011937991868,-0.0425315362312112
2023-12-07,76.5,76.5,76.5,18.0,64.5,분할진입 우수,135.9419670376537,0.011068744753403914,0.019510191273576005,-0.04534643699491436
2023-12-08,76.5,76.5,76.5,18.0,64.5,분할진입 우수,136.2832913559096,0.010277951676223918,0.016206014590271822,-0.047842462053246826
2023-12-11,75.35,78.5,71.5,26.0,65.0,좋은 종목 · 관심 진입,136.60509864421647,0.009471512223101497,0.012916781905576435,-0.050013655267635015
2023-12-12,67.55,72.5,61.5,26.0,57.5,좋은 종목 · 관심 진입,136.90668148584422,0.008651762728754342,0.009651545783605275,-0.051854848726176295
2023-12-13,67.55,72.5,61.5,26.0,58.5,좋은 종목 · 관심 진입,137.18739802238076,0.007821043951287132,0.006419209481136612,-0.05336165038763796
2023-12-14,65.75,72.5,57.5,26.0,58.5,관심 종목 · 타이밍 확인 대기,137.44667397206916,0.006981697827063593,0.0032285185337646016,-0.054530432284315644
2023-12-15,65.75,72.5,57.5,26.0,57.0,관심 종목 · 타이밍 확인 대기,137.6840044387424,0.006136064484671078,8.805306627390763e-05,-0.05535831948782377
2023-12-18,67.1,72.5,60.5,26.0,59.0,좋은 종목 · 관심 진입,137.89895550576315,0.005286479483116224,-0.0029937793285275127,-0.05584318001170974
2023-12-19,74.0,78.5,68.5,21.0,68.0,좋은 종목 · 관심 진입,138.0911656100409,0.004435271238452332,-0.00600875029517367,-0.05598361579498545
2023-12-20,72.65,78.5,65.5,21.0,66.0,좋은 종목 · 관심 진입,138.26034669187652,0.003584758602425131,-0.008948817153661692,-0.05577895488136653
2023-12-21,74.9,78.5,70.5,13.0,68.0,좋은 종목 · 관심 진입,138.4062851170771,0.002737248556373917,-0.011806129213921657,-0.05522924488016512
2023-12-22,74.9,78.5,70.5,13.0,68.0,좋은 종목 · 관심 진입,138.52884236848627,0.0018950339835714924,-0.01457303410448929,-0.05433524776649035
2023-12-25,74.9,78.5,70.5,13.0,68.0,좋은 종목 · 관심 진입,138.62795550478754,0.001060391483347134,-0.01724208424677376,-0.05309843605051001
2023-12-26,73.75,80.5,65.5,21.0,66.5,좋은 종목 · 관심 진입,138.70363738515547,0.00023557919074801426,-0.01980604359914573,-0.05152099031811952
2023-12-27,75.1,80.5,68.5,21.0,68.5,좋은 종목 · 관심 진입,138.7559766590545,-0.0005771654338962984,-0.022257894787278465,-0.049605798118278366
2023-12-28,73.75,80.5,65.5,21.0,66.5,좋은 종목 · 관심 진입,138.78513752120688,-0.0013756278802780075,-0.02459084672866607,-0.047356454145492055
2023-12-29,73.75,80.5,65.5,21.0,64.0,좋은 종목 · 관심 진입,138.79135923247935,-0.0021576189620278186,-0.026798342850108847,-0.044777261639417865
2024-01-01,73.75,80.5,65.5,21.0,66.5,좋은 종목 · 관심 진입,138.77495540815863,-0.0029209773216848367,-0.028874069987083306,-0.04187323489722683
2024-01-02,73.75,80.5,65.5,21.0,68.0,좋은 종목 · 관심 진입,138.73631307580447,-0.003663572097670431,-0.030811968043303772,-0.038650102768218564
2024-01-03,74.9,78.5,70.5,13.0,67.0,좋은 종목 · 저항 돌파 확인 대기,138.67589150558038,-0.004383305782443281,-0.03260624047738603,-0.035114312974176776
2024-01-04,74.9,78.5,70.5,13.0,67.0,좋은 종목 · 저항 돌파 확인 대기,138.5942208166645,-0.005078117299012086,-0.03425136567127651,-0.03127303707315232
2024-01-05,74.9,78.5,70.5,13.0,67.0,좋은 종목 · 저항 돌파 확인 대기,138.49190036403374,-0.005745985320671609,-0.035742109221956087,-0.027134175858759102
2024-01-08,74.9,78.5,70.5,13.0,67.0,좋은 종목 · 저항 돌파 확인 대기,138.36959691059357,-0.006384931856236786,-0.03707353718382178,-0.022706364961832537
2024-01-09,74.9,78.5,70.5,13.0,66.0,좋은 종목 · 관심 진입,138.2280425902863,-0.006993026120110546,-0.03824103027404513,-0.017998980396464193
2024-01-11,65.35,68.5,61.5,26.0,56.0,관심 종목 · 타이밍 확인 대기,137.8904231063923,-0.008109196057535795,-0.04006739994690289,-0.007786726839787206
2024-03-28,66.83,63.0,71.5,18.0,64.5,관심 종목 · 타이밍 확인 대기,134.2599586109403,0.019043275920476166,0.0887416127910039,0.18027300500765375
2024-03-29,66.58,65.0,68.5,18.0,60.0,관심 종목 · 타이밍 확인 대기,134.7340367845423,0.01962971226896415,0.08966570471901325,0.17520374206091582
2024-04-01,70.18,65.0,76.5,18.0,64.5,구조 개선 중 · 소액 정찰 가능,135.22772634351998,0.020170226308265482,0.0903833188325589,0.16988752141656938
2024-04-05,71.03,69.0,73.5,18.0,68.0,구조 개선 중 · 소액 정찰 가능,137.3788271594589,0.02184884016465949,0.09119559558424739,0.14658248593715273
2024-04-10,60.98,63.0,58.5,18.0,58.0,관심 종목 · 타이밍 확인 대기,139.14651196576744,0.02257904976022207,0.08970060619496345,0.12758298888596808
2024-04-16,62.58,61.0,64.5,26.0,54.0,관찰,141.6465179092596,0.02283877454979688,0.0851090284754592,0.10136871933405445
2024-04-17,67.03,65.0,69.5,18.0,64.5,관심 종목 · 타이밍 확인 대기,142.28830798340385,0.022778658664018625,0.08353545440413801,0.09480248348409348
2024-04-18,69.03,67.0,71.5,18.0,64.0,관심 종목 · 타이밍 확인 대기,142.93409146931404,0.022669975851843382,0.08180516959971929,0.08827274474631475
2024-04-19,69.03,67.0,71.5,18.0,64.0,관심 종목 · 타이밍 확인 대기,143.58248563176113,0.02251370350973758,0.07992561333628578,0.08179933086853208
2024-04-22,62.58,61.0,64.5,18.0,57.5,관찰,144.23210203953542,0.02231094855853155,0.07790453551569043,0.07540143890529105
2024-05-06,65.88,67.0,64.5,18.0,64.5,관심 종목 · 타이밍 확인 대기,150.4944017927218,0.018045302144497066,0.051762638418487716,0.019279178783741413
2024-05-07,65.88,67.0,64.5,18.0,63.0,관심 종목 · 타이밍 확인 대기,151.06840249809446,0.017432586125263105,0.048748760445412875,0.014766607849209912
2024-05-08,63.62,67.0,59.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,151.62803843901153,0.016793648683954387,0.04569783710456954,0.010500457236708893
2024-05-09,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,152.1722207766833,0.016130528123539545,0.04261867540893238,0.0064896848367292925
2024-05-10,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,152.6999099341008,0.015445286949711479,0.0395199987953212,0.0027424440607257683
2024-05-13,65.88,67.0,64.5,26.0,60.0,관심 종목 · 타이밍 확인 대기,153.2101187441268,0.014740006924881088,0.03641043228806806,-0.0007339064654008354
2024-05-14,68.12,67.0,69.5,18.0,63.0,관심 종목 · 타이밍 확인 대기,153.7019154354484,0.014016784476859723,0.03329848906627397,-0.003932792238000249
2024-05-15,68.12,67.0,69.5,18.0,63.0,관심 종목 · 타이밍 확인 대기,154.17442644719344,0.013277726444639093,0.030192558313520745,-0.00684841153748883
2024-05-16,68.12,67.0,69.5,18.0,62.0,관심 종목 · 타이밍 확인 대기,154.62683906354306,0.012524946140846982,0.027100894224600047,-0.009475723684783666
2024-05-17,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,155.05840386022808,0.011760559708117402,0.02403160604121446,-0.011810437135747476
2024-05-20,64.53,67.0,61.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,155.4684369553771,0.01098668274466319,0.02099264898746811,-0.0138489976306152
2024-05-21,64.53,67.0,61.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,155.8563220577876,0.010205427172813364,0.017991815976210912,-0.015588576588837277
2024-05-22,64.53,67.0,61.5,26.0,58.0,관심 종목 · 타이밍 확인 대기,156.2215123063184,0.009418898323061864,0.015036729958689765,-0.017027059913399145
2024-05-23,68.12,67.0,69.5,18.0,63.0,관심 종목 · 타이밍 확인 대기,156.56353189474336,0.008629192205343639,0.01213483679246341,-0.01816303734253022
2024-05-24,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,156.88197747707167,0.007838392938668282,0.00929339850594757,-0.01899579246102301
2024-05-27,64.78,65.0,64.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,157.17651934901448,0.007048570309986957,0.006519486842235134,-0.019525293458121262
2024-05-28,65.67,65.0,66.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,157.44690240197087,0.006261777433114402,0.0038199769698463726,-0.01975218469426554
2024-05-29,65.67,65.0,66.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,157.69294684660656,0.005480048478749833,0.0012015412537635939,-0.019677779114849137
2024-05-30,65.67,65.0,66.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,157.91454870381054,0.004705396447064025,-0.0013293570135535226,-0.019304051525624644
2024-05-31,65.67,65.0,66.5,18.0,59.0,관심 종목 · 타이밍 확인 대기,158.11168006153227,0.003939810954936451,-0.0037664700145978447,-0.01863363272145757
2024-06-03,64.78,65.0,64.5,26.0,58.0,관심 종목 · 타이밍 확인 대기,158.28438909672505,0.0031852560107714645,-0.006103772028632881,-0.01766980443779398
2024-06-04,64.78,65.0,64.5,26.0,58.0,관심 종목 · 타이밍 확인 대기,158.4327998623453,0.0024436677508201665,-0.008335466350873788,-0.016416495072445136
2024-06-05,63.42,65.0,61.5,26.0,56.0,관심 종목 · 타이밍 확인 대기,158.55711184008288,0.0017169521121551679,-0.01045599257848373,-0.014878276104124288
2024-06-06,63.42,65.0,61.5,26.0,56.0,관심 종목 · 타이밍 확인 대기,158.65759926022116,0.0010069824188201348,-0.012460034323817148,-0.013060359113584386
2024-06-07,63.42,65.0,61.5,26.0,57.5,관심 종목 · 타이밍 확인 대기,158.7346101907421,0.00031559685927540215,-0.014342527405769134,-0.010968593293209095
2024-06-10,73.1,78.5,66.5,13.0,65.5,좋은 종목 · 관심 진입,158.78856539850668,-0.0003554041649876938,-0.016098668560005525,-0.008609463311576193
2024-06-11,74.45,78.5,69.5,13.0,67.5,좋은 종목 · 관심 진입,158.81995698604103,-0.0010042608377907047,-0.017723924698197724,-0.005990087380821518
2024-06-12,74.45,78.5,69.5,13.0,67.5,좋은 종목 · 관심 진입,158.82934680815393,-0.0016292568895334147,-0.019214042735187675,-0.0031182153567288484
2024-06-13,76.0,80.5,70.5,13.0,70.0,좋은 종목 · 관심 진입,158.8173646732884,-0.002228722734940458,-0.020565059991242585,-2.2266844066365366e-06
2024-06-14,76.0,80.5,70.5,13.0,70.0,좋은 종목 · 관심 진입,158.78470633517662,-0.0028010387982240204,-0.021773315164238194,0.0033488720136780614
2024-06-17,71.95,80.5,61.5,21.0,66.0,좋은 종목 · 관심 진입,158.73213128101162,-0.003344639033750707,-0.022835459853704276,0.006925449925482718
2024-06-18,73.75,80.5,65.5,21.0,66.5,좋은 종목 · 관심 진입,158.66046032298036,-0.003858014647217467,-0.023748470605273964,0.010717255844815865
2024-06-19,66.33,67.0,65.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,158.57057300060666,-0.004339718019015448,-0.02450966143013522,0.01471342301833145
2024-06-20,66.33,67.0,65.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,158.4634048019377,-0.004788366827893853,-0.025116696739727717,0.01890247529836464
2024-06-21,67.03,65.0,69.5,26.0,57.5,관심 종목 · 타이밍 확인 대기,158.33994421216718,-0.00520264836926132,-0.025567604621184348,0.02327233486417124
2024-06-24,69.28,65.0,74.5,18.0,59.5,구조 개선 중 · 소액 정찰 가능,158.2012295988187,-0.005581324058419934,-0.025860790363987918,0.027810331780097952
2024-09-04,63.48,61.0,66.5,26.0,59.5,관찰,158.33408269983752,0.016229015103827127,0.07243400898513941,0.12353879756101582
2024-09-05,66.83,63.0,71.5,18.0,61.5,관심 종목 · 타이밍 확인 대기,158.817011037139,0.016633887909805356,0.07284501055469694,0.11851488460203097
2024-09-06,74.12,73.0,75.5,10.0,70.0,좋은 종목 · 저항 돌파 확인 대기,159.3164559944226,0.01700030549210263,0.07308622979471457,0.11330966133982967
2024-09-09,73.68,73.0,74.5,18.0,68.5,좋은 종목 · 저항 돌파 확인 대기,159.8314227077634,0.01732722844669632,0.07315774336079173,0.10794057756469289
2024-09-10,73.68,73.0,74.5,18.0,68.5,좋은 종목 · 저항 돌파 확인 대기,160.360865068718,0.01761377594516511,0.07306024518435117,0.10242543003752447
2024-09-11,68.58,67.0,70.5,18.0,65.0,관심 종목 · 타이밍 확인 대기,160.9036889194238,0.01785922556151709,0.07279502804757532,0.09678227720317722
2024-09-12,68.58,67.0,70.5,18.0,65.0,관심 종목 · 타이밍 확인 대기,161.4587553969011,0.01806301220680906,0.07236396250193589,0.0910293558690436
2024-09-13,71.72,67.0,77.5,18.0,65.5,구조 개선 중 · 소액 정찰 가능,162.02488441624692,0.01822472622964444,0.07176947344963525,0.08518500042234489
2024-09-16,76.18,71.0,82.5,18.0,73.0,구조 개선 중 · 소액 정찰 가능,162.60085828198132,0.018344110746487452,0.07101451471374531,0.07926756509433175
2024-09-17,75.93,73.0,79.5,18.0,68.0,좋은 종목 · 관심 진입,163.18542541641125,0.018421058270238877,0.07010254192411791,0.07329534971138463
2024-09-18,75.93,73.0,79.5,18.0,68.0,좋은 종목 · 관심 진입,163.77730419351596,0.01845560670873292,0.06903748404255738,0.06728652930319745
2024-09-19,75.93,73.0,79.5,18.0,68.0,좋은 종목 · 관심 진입,164.37518686653152,0.018447934806748112,0.06782371384281105,0.06125908786820067
2024-09-20,69.47,67.0,72.5,26.0,62.5,구조 개선 중 · 소액 정찰 가능,164.9777435771228,0.018398357105875895,0.06646601764906235,0.055230756527363756
2024-09-23,71.72,67.0,77.5,18.0,65.5,구조 개선 중 · 소액 정찰 가능,165.5836264337799,0.018307318496211034,0.06496956462137304,0.04921895623061179
2024-09-24,69.93,67.0,73.5,18.0,67.0,구조 개선 중 · 소액 정찰 가능,166.1914736468607,0.018175388432467132,0.06333987585846224,0.04324074511623888
2024-09-25,69.93,67.0,73.5,18.0,67.0,구조 개선 중 · 소액 정찰 가능,166.799913707528,0.01800325488482457,0.06158279356784968,0.037312770563713515
2024-09-26,69.93,67.0,73.5,18.0,63.5,구조 개선 중 · 소액 정찰 가능,167.40756959769234,0.017791718091781483,0.059704450531328446,0.03145122592478056
2024-09-27,67.67,67.0,68.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,168.01306301797632,0.017541684178561834,0.057711240070408065,0.025671811867258754
2024-09-30,67.67,67.0,68.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,168.61501862066075,0.017254158700374278,0.05560978669234817,0.019989702220732042
2024-10-01,67.67,67.0,68.5,26.0,61.0,관심 종목 · 타이밍 확인 대기,169.2120682345565,0.01693024016517297,0.05340691757308602,0.014419514173663606
2024-10-02,67.67,67.0,68.5,26.0,61.0,관심 종목 · 타이밍 확인 대기,169.80285506877135,0.016571113585578834,0.05110963500915755,0.008975282637369242
2024-10-03,65.88,67.0,64.5,26.0,61.0,관심 종목 · 타이밍 확인 대기,170.3860378824048,0.01617804410446677,0.0487250899469962,0.003670438563737388
2024-10-04,65.88,67.0,64.5,26.0,60.0,관심 종목 · 타이밍 확인 대기,170.9602951073105,0.015752370733438825,0.04626055667504536,-0.0014822090195634186
2024-10-07,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,171.5243289112082,0.01529550023813031,0.043723408742204484,-0.006470487510590428
2024-10-08,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,172.0768691886132,0.01480890119905598,0.041121096145458,-0.011282872038604452
2024-10-09,68.12,67.0,69.5,18.0,63.5,관심 종목 · 타이밍 확인 대기,172.61667746727156,0.014294098271617761,0.03846112381024547,-0.01590849384924886
2024-10-10,68.12,67.0,69.5,18.0,64.5,관심 종목 · 타이밍 확인 대기,173.1425507180517,0.01375266666396513,0.03575103136935476,-0.020337146049427712
2024-10-11,68.12,67.0,69.5,18.0,64.5,관심 종목 · 타이밍 확인 대기,173.65332505653896,0.01318622684672377,0.03299837422992047,-0.02455928699233645
2024-10-14,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,174.1478793249147,0.012596439504171109,0.030210705903528146,-0.028566041580133206
2024-10-15,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,174.62513854307025,0.011985000732304574,0.02739556156145695,-0.03234920075575376
2024-10-16,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,175.0840772183089,0.01135363748541418,0.024560442765755086,-0.03590121944677038
2024-10-17,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,175.52372250342574,0.010704103269262077,0.021712803317034624,-0.03921521321332855
2024-10-18,68.12,67.0,69.5,18.0,63.0,관심 종목 · 타이밍 확인 대기,175.94315719342234,0.01003817407577512,0.018860036151597814,-0.04228495383943265
2024-10-21,68.12,67.0,69.5,18.0,63.0,관심 종목 · 타이밍 확인 대기,176.34152255161067,0.0093576445512904,0.01600946121365432,-0.045104864092525565
2024-10-22,68.12,67.0,69.5,18.0,62.0,관심 종목 · 타이밍 확인 대기,176.71802095638773,0.008664324387839484,0.013168314222888,-0.047670011860689865
2024-10-23,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,177.07191836051382,0.00796003492471109,0.010343736253419555,-0.04997610386019735
2024-10-24,64.53,67.0,61.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,177.4025465553077,0.007246605945584683,0.007542764037146599,-0.052019479088747156
2024-10-25,64.53,67.0,61.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,177.70930523277136,0.006525872654863596,0.0047723209025238855,-0.053797102181798895
2024-10-28,64.53,67.0,61.5,26.0,58.0,관심 종목 · 타이밍 확인 대기,177.991663839282,0.005799672815437917,0.002039208258879155,-0.05530655681108554
2024-10-29,68.12,67.0,69.5,18.0,62.0,관심 종목 · 타이밍 확인 대기,178.2491632151309,0.005069844028978476,-0.0006499024636237305,-0.05654603924584112
2024-10-30,65.88,67.0,64.5,26.0,61.5,관심 종목 · 타이밍 확인 대기,178.48141701484911,0.0043382211389544345,-0.0032884775074281114,-0.05751435217860923
2024-10-31,64.53,67.0,61.5,26.0,59.5,관심 종목 · 타이밍 확인 대기,178.68811290393728,0.003606633735910858,-0.00587012820184718,-0.058210898898840346
2024-11-01,65.67,65.0,66.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,178.8690135283047,0.0028769037440827816,-0.008388618183186702,-0.0586356778788768
2024-11-04,65.67,65.0,66.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,179.02395725342527,0.0021508430681846935,-0.010837870502732216,-0.0587892778184691
2024-11-05,65.67,65.0,66.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,179.15285867092754,0.0014302512791493083,-0.01321197470091362,-0.058672873175685925
2024-11-06,73.1,78.5,66.5,13.0,64.0,좋은 종목 · 관심 진입,179.25570887105349,0.0007169133177409304,-0.015505193921693028,-0.05828822019402413
2024-11-07,72.2,78.5,64.5,21.0,64.0,좋은 종목 · 관심 진입,179.33257548014285,1.2597195280905638e-05,-0.017711972136351117,-0.05763765341771998
2024-11-08,70.85,78.5,61.5,21.0,62.0,좋은 종목 · 관심 진입,179.38360246302466,-0.0006809483287820717,-0.01982694154044795,-0.05672408266974227
2024-11-11,70.85,78.5,61.5,21.0,62.0,좋은 종목 · 관심 진입,179.4090096909228,-0.001361996112047792,-0.02184493018177902,-0.055550990449727444
2024-11-12,70.85,78.5,61.5,21.0,62.0,좋은 종목 · 관심 진입,179.4090922762049,-0.0020288430558254023,-0.023760969870656345,-0.05412242969223757
2024-11-13,70.85,78.5,61.5,21.0,63.5,좋은 종목 · 관심 진입,179.38421967602423,-0.002679812611000143,-0.025570304416836276,-0.05244302180920646
2024-11-14,68.85,76.5,59.5,13.0,62.5,좋은 종목 · 저항 돌파 확인 대기,179.3348345676164,-0.0033132573796144094,-0.027268398229861712,-0.050517954924347075
2024-11-15,68.85,76.5,59.5,13.0,62.5,좋은 종목 · 저항 돌파 확인 대기,179.26145149871655,-0.003927561827283821,-0.028850945311512555,-0.04835298219165041
2024-11-18,68.85,76.5,59.5,13.0,62.5,좋은 종목 · 저항 돌파 확인 대기,179.16465531725743,-0.004521145119992354,-0.03031387866044244,-0.04595442007502404
2024-11-19,68.85,76.5,59.5,13.0,62.5,좋은 종목 · 저항 돌파 확인 대기,179.04509938518837,-0.005092464097039118,-0.03165338009994423,-0.04332914645163133
2024-11-20,71.75,78.5,63.5,13.0,66.0,좋은 종목 · 저항 돌파 확인 대기,178.903503581922,-0.00564001638994216,-0.03286589053011679,-0.0404845983877532
2024-11-21,68.4,76.5,58.5,21.0,61.0,좋은 종목 · 저항 돌파 확인 대기,178.74065210356332,-0.006162343694931294,-0.03394812059553043,-0.037428769423075936
2025-02-14,64.45,68.5,59.5,18.0,58.0,관심 종목 · 타이밍 확인 대기,172.45604819574163,0.012879704775240253,0.05511473587576887,0.06907261706843681
2025-02-17,64.45,68.5,59.5,18.0,59.5,관심 종목 · 타이밍 확인 대기,172.8759277689971,0.01316604337287064,0.055126801413132975,0.06459389636229051
2025-02-18,72.05,72.5,71.5,18.0,68.0,좋은 종목 · 관심 진입,173.30914730907085,0.013415001890416445,0.05498703494648183,0.060006901632775334
2025-02-19,71.8,74.5,68.5,18.0,63.5,좋은 종목 · 저항 돌파 확인 대기,173.75456411555174,0.013626010722899595,0.0546969702054767,0.055327906286688044
2025-02-20,73.15,74.5,71.5,18.0,65.5,좋은 종목 · 저항 돌파 확인 대기,174.21099723780435,0.01379864288081567,0.054258655153494706,0.050573309767625974
2025-02-21,70.9,74.5,66.5,18.0,64.0,좋은 종목 · 저항 돌파 확인 대기,174.6772311832074,0.013932612179651471,0.05367463110358672,0.04575956897519862
2025-02-24,70.9,74.5,66.5,26.0,62.5,좋은 종목 · 저항 돌파 확인 대기,175.15201973212896,0.014027770778546556,0.052947910170686674,0.04090313230191511
2025-02-25,65.35,68.5,61.5,26.0,56.0,관심 종목 · 타이밍 확인 대기,175.63408984784851,0.014084106126397877,0.05208195133225879,0.036020376627432515
2025-02-26,65.35,68.5,61.5,26.0,56.0,관심 종목 · 타이밍 확인 대기,176.12214566934298,0.014101737376075674,0.05108063536563989,0.03112754755370717
