event_id,market_date,ticker,name,relation_type,relation_weight,mapping_relevance,link_confidence,theme,theme_materiality_score,material_score,material_status,ticker_material_score,positive_negative,novelty_status,event_type,event_stage,companies,direct_stock_codes,event_title,event_summary,link_reason,evidence,link_version,reference_signature
EV_4250bf803b9a28a9,20260907,208640,썸에이지,DIRECT,1.0,1.0,100.0,,0.0,78.0,CONFIRMED,78.0,NEGATIVE,NEW_EVENT,SANCTION,CONFIRMED,썸에이지,208640.0,불성실공시법인지정예고 (공시번복),불성실공시법인지정예고 (공시번복),stock code directly identified by EventExtractor,event stock_code=208640,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_d0a7861a4522164f,20260907,011000,진원생명과학,DIRECT,1.0,1.0,100.0,,0.0,78.0,CONFIRMED,78.0,NEGATIVE,NEW_EVENT,SANCTION,CONFIRMED,진원생명과학,11000.0,불성실공시법인지정,불성실공시법인지정,stock code directly identified by EventExtractor,event stock_code=011000,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_0d9d93631d6d1b14,20260907,212560,네오오토,DIRECT,1.0,1.0,100.0,,0.0,78.0,CONFIRMED,78.0,NEGATIVE,NEW_EVENT,TRADING_HALT,CONFIRMED,네오오토,212560.0,주권매매거래정지 (우회상장여부 및 요건충족확인),주권매매거래정지 (우회상장여부 및 요건충족확인),stock code directly identified by EventExtractor,event stock_code=212560,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_3150562ddb9cdfc1,20260907,294630,서남,DIRECT,1.0,1.0,100.0,,0.0,78.0,CONFIRMED,78.0,POSITIVE,NEW_EVENT,ORDER_CONTRACT,CONFIRMED,서남,294630.0,단일판매ㆍ공급계약체결,단일판매ㆍ공급계약체결,stock code directly identified by EventExtractor,event stock_code=294630,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_827f1278ec79307b,20260907,067160,soop,DIRECT,1.0,1.0,100.0,,0.0,76.0,CONFIRMED,76.0,NEUTRAL,NEW_EVENT,ASSET_TRANSACTION,CONFIRMED,soop,67160.0,주요사항보고서(유형자산양수결정),주요사항보고서(유형자산양수결정),stock code directly identified by EventExtractor,event stock_code=067160,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_c0b9d401c36e2fe0,20260907,322780,코퍼스코리아,DIRECT,1.0,1.0,100.0,,0.0,75.0,CONFIRMED,75.0,NEUTRAL,NEW_EVENT,LITIGATION,CONFIRMED,코퍼스코리아,322780.0,소송등의판결ㆍ결정 (전환사채발행금지 가처분 신청),소송등의판결ㆍ결정 (전환사채발행금지 가처분 신청),stock code directly identified by EventExtractor,event stock_code=322780,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_211754aa5d5523cd,20260907,322780,코퍼스코리아,DIRECT,1.0,1.0,100.0,,0.0,75.0,CONFIRMED,75.0,NEUTRAL,NEW_EVENT,LITIGATION,CONFIRMED,코퍼스코리아,322780.0,소송등의판결ㆍ결정 (신주발행금지 가처분-항고),소송등의판결ㆍ결정 (신주발행금지 가처분-항고),stock code directly identified by EventExtractor,event stock_code=322780,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_fd3a0575fb6f9213,20260907,011090,에넥스,DIRECT,1.0,1.0,100.0,,0.0,75.0,CONFIRMED,75.0,NEUTRAL,NEW_EVENT,CAPITAL_RAISE,CONFIRMED,에넥스,11090.0,[기재정정]주요사항보고서(유상증자결정),[기재정정]주요사항보고서(유상증자결정),stock code directly identified by EventExtractor,event stock_code=011090,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_e67e516acb4c7889,20260907,429270,시지트로닉스,DIRECT,1.0,1.0,100.0,,0.0,75.0,CONFIRMED,75.0,NEUTRAL,NEW_EVENT,CAPITAL_RAISE,CONFIRMED,시지트로닉스,429270.0,주요사항보고서(유상증자결정),주요사항보고서(유상증자결정),stock code directly identified by EventExtractor,event stock_code=429270,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_44081fca27f2fcdd,20260907,340360,다보링크,DIRECT,1.0,1.0,100.0,,0.0,75.0,CONFIRMED,75.0,NEUTRAL,NEW_EVENT,CAPITAL_RAISE,CONFIRMED,다보링크,340360.0,유상증자최종발행가액확정,유상증자최종발행가액확정,stock code directly identified by EventExtractor,event stock_code=340360,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_6c8a1c3db2040469,20260907,006980,우성,DIRECT,1.0,1.0,100.0,,0.0,73.0,CONFIRMED,73.0,NEUTRAL,NEW_EVENT,DEBT_GUARANTEE,CONFIRMED,우성,6980.0,타인에대한채무보증결정,타인에대한채무보증결정,stock code directly identified by EventExtractor,event stock_code=006980,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_8834767635db8320,20260907,011090,에넥스,DIRECT,1.0,1.0,100.0,,0.0,73.0,CONFIRMED,73.0,NEUTRAL,NEW_EVENT,MATERIAL_MANAGEMENT,CONFIRMED,에넥스,11090.0,[기재정정]투자판단관련주요경영사항,[기재정정]투자판단관련주요경영사항,stock code directly identified by EventExtractor,event stock_code=011090,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_84b30ed24af275e6,20260907,006740,블루산업개발,DIRECT,1.0,1.0,98.0,,0.0,73.0,CONFIRMED,73.0,NEUTRAL,NEW_EVENT,CAPITAL_RAISE,CONFIRMED,블루산업개발,,[정정] 전환사채권발행결정,[정정] 전환사채권발행결정,exact company/alias match in ticker master,company=블루산업개발,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_4185051340e6e175,20260907,169330,엠브레인,DIRECT,1.0,1.0,100.0,,0.0,72.0,CONFIRMED,72.0,NEUTRAL,NEW_EVENT,DIVIDEND,CONFIRMED,엠브레인,169330.0,현금ㆍ현물배당결정,현금ㆍ현물배당결정,stock code directly identified by EventExtractor,event stock_code=169330,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_1f46b6bf359638c2,20260907,351320,넥사다이내믹스,DIRECT,1.0,1.0,98.0,,0.0,72.0,CONFIRMED,72.0,NEGATIVE,NEW_EVENT,TRADING_HALT,CONFIRMED,넥사다이내믹스,,매매거래정지 예고,매매거래정지 예고,exact company/alias match in ticker master,company=넥사다이내믹스,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_288ec1f2a05f601f,20260907,389680,유디엠텍,DIRECT,1.0,1.0,98.0,,0.0,72.0,CONFIRMED,72.0,NEGATIVE,NEW_EVENT,TRADING_HALT,CONFIRMED,유디엠텍,,매매거래정지 예고,매매거래정지 예고,exact company/alias match in ticker master,company=유디엠텍,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_d484a3b8d7b6fe8b,20260907,008600,윌비스,DIRECT,1.0,1.0,98.0,,0.0,72.0,CONFIRMED,72.0,NEGATIVE,NEW_EVENT,SANCTION,CONFIRMED,윌비스,,관리종목지정사유변경,관리종목지정사유변경,exact company/alias match in ticker master,company=윌비스,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_3b7ce6513bdf35d1,20260907,101000,KS인더스트리,DIRECT,1.0,1.0,98.0,,0.0,72.0,CONFIRMED,72.0,NEGATIVE,NEW_EVENT,SANCTION,CONFIRMED,ks인더스트리,,관리종목지정(시가총액 미달),관리종목지정(시가총액 미달),exact company/alias match in ticker master,company=ks인더스트리,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_7a040c6d8f2683cd,20260907,039200,오스코텍,DIRECT,1.0,1.0,100.0,,0.0,71.0,CONFIRMED,71.0,NEUTRAL,NEW_EVENT,MATERIAL_MANAGEMENT,COMPLETED,오스코텍,39200.0,투자판단관련주요경영사항(임상시험결과) (알츠하이머 치료 후보물질 ADELY01 임상 1a/1b상 임상시험결과보고서(CSR) 수령),투자판단관련주요경영사항(임상시험결과) (알츠하이머 치료 후보물질 ADELY01 임상 1a/1b상 임상시험결과보고서(CSR) 수령),stock code directly identified by EventExtractor,event stock_code=039200,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_012368cd43f688b2,20260907,487570,hs효성,DIRECT,1.0,1.0,100.0,,0.0,69.0,WATCH,69.0,NEUTRAL,NEW_EVENT,DEBT_GUARANTEE,CONFIRMED,hs효성,487570.0,타인에대한채무보증결정(자회사의 주요경영사항),타인에대한채무보증결정(자회사의 주요경영사항),stock code directly identified by EventExtractor,event stock_code=487570,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_fb7de585a4365a5f,20260907,298050,hs효성첨단소재,DIRECT,1.0,1.0,100.0,,0.0,69.0,WATCH,69.0,NEUTRAL,NEW_EVENT,DEBT_GUARANTEE,CONFIRMED,hs효성첨단소재,298050.0,타인에대한채무보증결정,타인에대한채무보증결정,stock code directly identified by EventExtractor,event stock_code=298050,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_9ba3a0eaf2706d41,20260907,003090,대웅,DIRECT,1.0,1.0,100.0,,0.0,69.0,WATCH,69.0,NEUTRAL,NEW_EVENT,DEBT_GUARANTEE,CONFIRMED,대웅,3090.0,타인에대한채무보증결정(자회사의 주요경영사항),타인에대한채무보증결정(자회사의 주요경영사항),stock code directly identified by EventExtractor,event stock_code=003090,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_089c1a1004fcba4c,20260907,011090,에넥스,DIRECT,1.0,1.0,98.0,,0.0,69.0,WATCH,69.0,NEUTRAL,CONFIRMATION,CAPITAL_RAISE,CONFIRMED,에넥스,,[정정] 유상증자결정,[정정] 유상증자결정,exact company/alias match in ticker master,company=에넥스,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_7304836c08a6beac,20260907,207940,삼성바이오로직스,DIRECT,1.0,1.0,98.0,,0.0,65.0,WATCH,65.0,NEUTRAL,NEW_EVENT,CAPITAL_RAISE,PLANNED,삼성바이오로직스,,주식선물ㆍ옵션투자유의안내(유상증자에 따른 주식선물·옵션 시장조치 예정 안내),주식선물ㆍ옵션투자유의안내(유상증자에 따른 주식선물·옵션 시장조치 예정 안내),exact company/alias match in ticker master,company=삼성바이오로직스,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_e52e3a14ef46e846,20260907,212560,네오오토,DIRECT,1.0,1.0,100.0,,0.0,64.0,WATCH,64.0,NEUTRAL,NEW_EVENT,TRADING_RESUME,RELEASED,네오오토,212560.0,주권매매거래정지해제 (우회상장 미해당),주권매매거래정지해제 (우회상장 미해당),stock code directly identified by EventExtractor,event stock_code=212560,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_0049730b264a35ed,20260907,031860,디에이치엑스컴퍼니,DIRECT,1.0,1.0,100.0,,0.0,60.0,WATCH,60.0,NEGATIVE,NEW_EVENT,MARKET_QUERY,CONFIRMED,디에이치엑스컴퍼니,31860.0,조회공시요구(풍문또는보도) (현직 임원의 횡령·배임혐의설),조회공시요구(풍문또는보도) (현직 임원의 횡령·배임혐의설),stock code directly identified by EventExtractor,event stock_code=031860,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_f477c8c4513bcd3b,20260907,000660,sk하이닉스,DIRECT,1.0,1.0,100.0,,0.0,56.0,WATCH,56.0,NEUTRAL,NEW_EVENT,MARKET_QUERY,CONFIRMED,sk하이닉스,660.0,풍문또는보도에대한해명(미확정),풍문또는보도에대한해명(미확정),stock code directly identified by EventExtractor,event stock_code=000660,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_ce21ffae21fc7ec5,20260907,247660,나노씨엠에스,DIRECT,1.0,1.0,100.0,,0.0,55.0,WATCH,55.0,NEUTRAL,NEW_EVENT,CORPORATE_GOVERNANCE,CONFIRMED,나노씨엠에스,247660.0,[기재정정]주주총회소집결의 (임시주주총회),[기재정정]주주총회소집결의 (임시주주총회),stock code directly identified by EventExtractor,event stock_code=247660,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_c05bb554e7ddcda5,20260907,212560,네오오토,DIRECT,1.0,1.0,100.0,,0.0,55.0,WATCH,55.0,NEUTRAL,NEW_EVENT,CORPORATE_GOVERNANCE,CONFIRMED,네오오토,212560.0,주주명부폐쇄기간또는기준일설정,주주명부폐쇄기간또는기준일설정,stock code directly identified by EventExtractor,event stock_code=212560,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_d4337785a096b6a7,20260907,212560,네오오토,DIRECT,1.0,1.0,100.0,,0.0,55.0,WATCH,55.0,NEUTRAL,NEW_EVENT,CORPORATE_GOVERNANCE,CONFIRMED,네오오토,212560.0,주주총회소집결의 (임시주주총회),주주총회소집결의 (임시주주총회),stock code directly identified by EventExtractor,event stock_code=212560,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_fe2707d640d9798a,20260907,900300,오가닉티코스메틱,DIRECT,1.0,1.0,100.0,,0.0,55.0,WATCH,55.0,NEUTRAL,NEW_EVENT,CORPORATE_GOVERNANCE,CONFIRMED,오가닉티코스메틱,900300.0,임시주주총회결과,임시주주총회결과,stock code directly identified by EventExtractor,event stock_code=900300,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_3f64f19678044153,20260907,006980,우성,DIRECT,1.0,1.0,100.0,,0.0,55.0,WATCH,55.0,NEUTRAL,NEW_EVENT,CORPORATE_GOVERNANCE,CONFIRMED,우성,6980.0,주주명부폐쇄기간또는기준일설정,주주명부폐쇄기간또는기준일설정,stock code directly identified by EventExtractor,event stock_code=006980,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_2f5f5f51645ea19a,20260907,000660,SK하이닉스,SECTOR,0.48,0.96,88.0,반도체,83.0,74.0,CONFIRMED,35.52,NEUTRAL,NEW_EVENT,INVESTMENT,ANNOUNCED,,,(참고자료)반도체‧첨단소재‧청정에너지 분야 미국 기업 20억 달러(약 2.8조원) 투자유치,본문 바로가기 이 누리집은 대한민국 공식 전자정부 누리집입니다.,"material theme rule matched: 반도체; theme_match=30,material_event_type=+15,strong_trigger=+25,meaningful_number=+10,stage=+3,threshold=70",메모리 반도체 핵심 상장사,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_2f5f5f51645ea19a,20260907,005930,삼성전자,SECTOR,0.47,0.94,88.0,반도체,83.0,74.0,CONFIRMED,34.78,NEUTRAL,NEW_EVENT,INVESTMENT,ANNOUNCED,,,(참고자료)반도체‧첨단소재‧청정에너지 분야 미국 기업 20억 달러(약 2.8조원) 투자유치,본문 바로가기 이 누리집은 대한민국 공식 전자정부 누리집입니다.,"material theme rule matched: 반도체; theme_match=30,material_event_type=+15,strong_trigger=+25,meaningful_number=+10,stage=+3,threshold=70",국내 종합 반도체 핵심 상장사,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_5a835b5466894370,20260907,373220,LG에너지솔루션,SECTOR,0.49,0.98,93.0,이차전지,90.0,64.0,WATCH,31.36,NEUTRAL,NEW_EVENT,SECONDARY_BATTERY,STARTED,,,"산업부, 충청-영남-호남을 잇는 ‘배터리 삼각벨트’ 본격 가동",본문 바로가기 이 누리집은 대한민국 공식 전자정부 누리집입니다.,"material theme rule matched: 배터리 삼각벨트; theme_match=30,material_event_type=+15,strong_trigger=+25,multiple_strong=+10,stage=+10,threshold=70",국내 이차전지 셀 핵심 상장사,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_5a835b5466894370,20260907,006400,삼성SDI,SECTOR,0.475,0.95,93.0,이차전지,90.0,64.0,WATCH,30.4,NEUTRAL,NEW_EVENT,SECONDARY_BATTERY,STARTED,,,"산업부, 충청-영남-호남을 잇는 ‘배터리 삼각벨트’ 본격 가동",본문 바로가기 이 누리집은 대한민국 공식 전자정부 누리집입니다.,"material theme rule matched: 배터리 삼각벨트; theme_match=30,material_event_type=+15,strong_trigger=+25,multiple_strong=+10,stage=+10,threshold=70",국내 이차전지 셀 핵심 상장사,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
EV_5a835b5466894370,20260907,003670,포스코퓨처엠,SECTOR,0.45,0.9,90.0,이차전지,90.0,64.0,WATCH,28.8,NEUTRAL,NEW_EVENT,SECONDARY_BATTERY,STARTED,,,"산업부, 충청-영남-호남을 잇는 ‘배터리 삼각벨트’ 본격 가동",본문 바로가기 이 누리집은 대한민국 공식 전자정부 누리집입니다.,"material theme rule matched: 배터리 삼각벨트; theme_match=30,material_event_type=+15,strong_trigger=+25,multiple_strong=+10,stage=+10,threshold=70",양극재·음극재 핵심 소재 상장사,RULE_TICKER_LINK_V1_2,d0990a53655d2ac06b53
